titulo,especificacoes,categoria,caracteristicas,vantagens,sobre o produto,imagem,link
Joelho 90° F/F Com Inserto Metálico,CCB: 21267 | Bitola: DN 20 X 1/2 | Embalagem: 10 | CCB: 21268 | Bitola: DN 25 X 1/2 | Embalagem: 10 | CCB: 21269 | Bitola: DN 25 X 3/4 | Embalagem: 5 | CCB: 21270 | Bitola: DN 32 X 3/4 | Embalagem: 10 | CCB: 21271 | Bitola: DN 32 X 1 | Embalagem: 5 | ,produtos|industrias|ar-comprimido|amanco-ppr-industrial|joelho-90-f-f-com-inserto-metalico-441ed597-0dc4-4274-b661-82ef2e74b3b3,"Matéria Prima: PPR (Polipropileno Copolímero Random);,Cor: Azul;,Diâmetros (DN): 20, 25 e 32 mm;,Comprimento total (L): 3 m;,Junta: Termofusão;,Classe de Pressão: PN 20 (2,0 MPa) para tubos e PN 25 (2,5 MPa) para conexões;,Temperatura máxima de serviço: 70° C (a uma pressão máxima de 6,7kgf/cm2);,Padrão das roscas das conexões: ABNT/ISO 7-1.","Livre de Toxicidade e Corrosão;,Baixa Rugosidade;,Total Segurança na Fusão.","Os tubos e conexões Amanco PPR Industrial são uma solução para condução de ar comprimido em instalações industriais. São fabricados com um material inovador e de última geração, o polipropileno copolímero Random. Os tubos e conexões Amanco PPR Industrial foram desenvolvidos de acordo com a norma NBR 6493 Emprego de cores para identificação de tubulações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3442/medium_JOELHO-90-F-F-INSERTO-METALICO-14232-14233-14234-14748-14749-HR%2Bc_C3_B3pia.jpg,http://amanco.com.br/produtos/industrias/ar-comprimido/amanco-ppr-industrial/joelho-90-f-f-com-inserto-metalico-441ed597-0dc4-4274-b661-82ef2e74b3b3
Joelho 90° Fêmea/Fêmea,CCB: 21261 | Bitola: DN 20 | Embalagem: 10 | CCB: 21262 | Bitola: DN 25 | Embalagem: 10 | CCB: 21263 | Bitola: DN 32 | Embalagem: 10 | ,produtos|industrias|ar-comprimido|amanco-ppr-industrial|joelho-90-femea-femea,"Matéria Prima: PPR (Polipropileno Copolímero Random);,Cor: Azul;,Diâmetros (DN): 20, 25 e 32 mm;,Comprimento total (L): 3 m;,Junta: Termofusão;,Classe de Pressão: PN 20 (2,0 MPa) para tubos e PN 25 (2,5 MPa) para conexões;,Temperatura máxima de serviço: 70° C (a uma pressão máxima de 6,7kgf/cm2);,Padrão das roscas das conexões: ABNT/ISO 7-1.","Livre de Toxicidade e Corrosão;,Baixa Rugosidade;,Total Segurança na Fusão.","Os tubos e conexões Amanco PPR Industrial são uma solução para condução de ar comprimido em instalações industriais. São fabricados com um material inovador e de última geração, o polipropileno copolímero Random. Os tubos e conexões Amanco PPR Industrial foram desenvolvidos de acordo com a norma NBR 6493 Emprego de cores para identificação de tubulações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3441/medium_JOELHO-90-F-F-14203-14204-14205-14533-14534-14535-14536-14537-14538-MR%2Bc_C3_B3pia.jpg,http://amanco.com.br/produtos/industrias/ar-comprimido/amanco-ppr-industrial/joelho-90-femea-femea
Joelho 45°,CCB: 21264 | Bitola: DN 20 | Embalagem: 10 | CCB: 21265 | Bitola: DN 25 | Embalagem: 10 | CCB: 21266 | Bitola: DN 32 | Embalagem: 10 | ,produtos|industrias|ar-comprimido|amanco-ppr-industrial|joelho-45-0bb21f64-3e2e-439f-9efe-10276b7623d6,"Matéria Prima: PPR (Polipropileno Copolímero Random);,Cor: Azul;,Diâmetros (DN): 20, 25 e 32 mm;,Comprimento total (L): 3 m;,Junta: Termofusão;,Classe de Pressão: PN 20 (2,0 MPa) para tubos e PN 25 (2,5 MPa) para conexões;,Temperatura máxima de serviço: 70° C (a uma pressão máxima de 6,7kgf/cm2);,Padrão das roscas das conexões: ABNT/ISO 7-1.","Livre de Toxicidade e Corrosão;,Baixa Rugosidade;,Total Segurança na Fusão.","Os tubos e conexões Amanco PPR Industrial são uma solução para condução de ar comprimido em instalações industriais. São fabricados com um material inovador e de última geração, o polipropileno copolímero Random. Os tubos e conexões Amanco PPR Industrial foram desenvolvidos de acordo com a norma NBR 6493 Emprego de cores para identificação de tubulações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3440/medium_JOELHO-45-F-F-14206-14207-14208-14638-14639-14640-14476-14477-14478-MR%2Bc_C3_B3pia.jpg,http://amanco.com.br/produtos/industrias/ar-comprimido/amanco-ppr-industrial/joelho-45-0bb21f64-3e2e-439f-9efe-10276b7623d6
Sela Compacta,CCB: 19309 | Embalagem: 1 | Bitola: DN 150/200 x DN 100 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|sela-compacta,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3219/medium_SELA-COMPACTA-CCB-15650-15651-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/sela-compacta
Redução Excêntrica - BB,CCB: 93947 | Embalagem: 1 | Bitola: DN 150 x DN 100 | CCB: 93948 | Embalagem: 1 | Bitola: DN 200 x DN 150 | CCB: 93949 | Embalagem: 1 | Bitola: DN 250 x DN 200 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|reducao-excentrica-bb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3217/medium_REDUCAO-EXCENTRICA-BB-CCB-93947-93948-93949-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/reducao-excentrica-bb
Curva 90° - Curta PB,CCB: 14976 | Embalagem: 1 | Bitola: DN 100 | CCB: 92872 | Embalagem: 1 | Bitola: DN 150 | CCB: 92873 | Embalagem: 1 | Bitola: DN 200 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|curva-90-curta-pb-5165af67-e239-4e0e-8172-93b201dc39ac,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3209/medium_CURVA-90-CURTA-PB-CCB-14976-92872-92873-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/curva-90-curta-pb-5165af67-e239-4e0e-8172-93b201dc39ac
Luva Simples,CCB: 93941 | Embalagem: 1 | Bitola: DN 150 | CCB: 93942 | Embalagem: 1 | Bitola: DN 200 | CCB: 93943 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|luva-simples-e8a36ecb-08e2-4f0f-b459-64b4a92e1bd7,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3216/medium_LUVA-SIMPLES-CCB-94095-93491-93492-93493-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/luva-simples-e8a36ecb-08e2-4f0f-b459-64b4a92e1bd7
Junção Simples 45° - Longa BBB,CCB: 93929 | Embalagem: 1 | Bitola: DN 150 | CCB: 93930 | Embalagem: 1 | Bitola: DN 200 | CCB: 93931 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|juncao-simples-45-longa-bbb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3212/medium_JUNCAO-SIMPLES-45-LONGA-BBB-CCB-93929-93930-93931-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/juncao-simples-45-longa-bbb
Curva 90° - Longa BB,CCB: 93920 | Embalagem: 1 | Bitola: DN 150 | CCB: 93921 | Embalagem: 1 | Bitola: DN 200 | CCB: 93922 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|curva-90-longa-bb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3210/medium_CURVA-90-LONGA-BB-CCB-93920-93921-93922-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/curva-90-longa-bb
Curva 90° - Longa PB,CCB: 92878 | Embalagem: 1 | Bitola: DN 150 | CCB: 92879 | Embalagem: 1 | Bitola: DN 200 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|curva-90-longa-pb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3211/medium_CURVA-90-LONGA-PB-CCB-92877-92878-92879-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/curva-90-longa-pb
Junção Simples 45° - Longa PBB,CCB: 92880 | Embalagem: 1 | Bitola: DN 100 x DN 100 | CCB: 92881 | Embalagem: 1 | Bitola: DN 150 x DN 150 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|juncao-simples-45-longa-pbb-86620bba-8255-45b2-b62a-36faa33f89f2,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3213/medium_JUNCAO-SIMPLES-45-LONGA-PBB-CCB-92880-92881-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/juncao-simples-45-longa-pbb-86620bba-8255-45b2-b62a-36faa33f89f2
Luva de Correr,CCB: 93935 | Embalagem: 1 | Bitola: DN 150 | CCB: 93936 | Embalagem: 1 | Bitola: DN 200 | CCB: 93937 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|luva-de-correr-d272ba83-6f89-4faf-b404-8e6f7084df59,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3214/medium_LUVA-DE-CORRER-CCB-90528-93935-93936-93937-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/luva-de-correr-d272ba83-6f89-4faf-b404-8e6f7084df59
Curva 45° - Longa BB,CCB: 93915 | Embalagem: 1 | Bitola: DN 150 | CCB: 93878 | Embalagem: 1 | Bitola: DN 200 | CCB: 93916 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|curva-45-longa-bb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3206/medium_CURVA-45-LONGA-BB-CCB-93915-93878-93916-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/curva-45-longa-bb
Curva 45° - Curta BB,CCB: 93903 | Embalagem: 1 | Bitola: DN 150 | CCB: 93904 | Embalagem: 1 | Bitola: DN 200 | CCB: 93905 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|curva-45-curta-bb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3204/medium_CURVA-45-CURTA-BB-CCB-93903-93904-93905-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/curva-45-curta-bb
Curva 90° - Curta BB,CCB: 93909 | Embalagem: 1 | Bitola: DN 150 | CCB: 93910 | Embalagem: 1 | Bitola: DN 200 | CCB: 93911 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|curva-90-curta-bb,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3208/medium_CURVA-90-CURTA-BB-CCB-93909-93910-93911-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/curva-90-curta-bb
Curva 45° - Longa PB,CCB: 92874 | Embalagem: 1 | Bitola: DN 100 | CCB: 92875 | Embalagem: 1 | Bitola: DN 150 | CCB: 92876 | Embalagem: 1 | Bitola: DN 200 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|curva-45-longa-pb-f143d073-1b56-4d54-9c83-83b9714efcab,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3207/medium_CURVA-45-LONGA-PB-CCB-92874-92875-92876-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/curva-45-longa-pb-f143d073-1b56-4d54-9c83-83b9714efcab
Curva 45° - Curta PB,CCB: 14975 | Embalagem: 1 | Bitola: DN 100 | CCB: 92870 | Embalagem: 1 | Bitola: DN 150 | CCB: 92871 | Embalagem: 1 | Bitola: DN 200 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|curva-45-curta-pb-ba835bf4-6bc5-4040-ae29-b6004001c54d,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3205/medium_CURVA-45-CURTA-PB-CCB-14975-92870-928871-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/curva-45-curta-pb-ba835bf4-6bc5-4040-ae29-b6004001c54d
Curva 11°15',CCB: 94093 | Embalagem: 1 | Bitola: DN 100 | CCB: 93891 | Embalagem: 1 | Bitola: DN 150 | CCB: 93892 | Embalagem: 1 | Bitola: DN 200 | CCB: 93893 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|curva-11-15-66eac17c-d203-4b73-86bc-86e1e36700a7,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3202/medium_CURVA-11-15-CCB-94093-93891-93892-93893-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/curva-11-15-66eac17c-d203-4b73-86bc-86e1e36700a7
Anel Tubo Corrugado,CCB: 94075 | Embalagem: 1 | Bitola: DN 150 | CCB: 94086 | Embalagem: 1 | Bitola: DN 200 | CCB: 94087 | Embalagem: 1 | Bitola: DN 250 | CCB: 94088 | Embalagem: 1 | Bitola: DN 300 | CCB: 94089 | Embalagem: 1 | Bitola: DN 350 | CCB: 94090 | Embalagem: 1 | Bitola: DN 400 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|anel-de-vedacao-novafort,"NBR (nitrílica),Anel bilabial,Anel NBR– DUR 50","Alta resistência,Praticidade na instalação e manutenção, Sistema versátil,Matéria-prima resistente às ações agressivas e químicas do
esgoto, óleos e graxas","Os tubos Amanco Novafort® possuem sistema de vedação do tipo junta elástica, com anel aplicado pelo lado externo na ponta do tubo.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3194/medium_ANEL-DE-VEDACAO-NOVAFORT-CCB-94075-94086-94087-94088-94089-94090-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/anel-de-vedacao-novafort
"Curva 22°30""",CCB: 93897 | Embalagem: 1 | Bitola: DN 150 | CCB: 93898 | Embalagem: 1 | Bitola: DN 200 | CCB: 93899 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|curva-22-30-18477269-4a9a-48e6-bcb6-2c7868a9a696,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3203/medium_CURVA-22-30-CCB-93897-93898-93899-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/curva-22-30-18477269-4a9a-48e6-bcb6-2c7868a9a696
Cap,CCB: 18629 | Embalagem: 1 | Bitola: DN 100 | CCB: 93885 | Embalagem: 1 | Bitola: DN 150 | CCB: 93886 | Embalagem: 1 | Bitola: DN 200 | CCB: 93887 | Embalagem: 1 | Bitola: DN 250 | ,produtos|infraestrutura|saneamento-esgoto|corrugado|cap-132196e7-f54c-4b0a-85c6-908ede41103b,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada (JEI), com composto nitrílico
(NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3201/medium_CAP-CCB-18629-93885-93886-93887-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/corrugado/cap-132196e7-f54c-4b0a-85c6-908ede41103b
Anel O'ring,CCB: 97742 | Embalagem: 1 | Bitola: DN 100 | Outros: Exclusivo Amanco Colefort | CCB: 97743 | Embalagem: 1 | Bitola: DN 150 | Outros: 97744 | CCB: 1 | Embalagem: DN 200 | Bitola: 97745 | Outros: 1 | CCB: DN 250 | Embalagem: 97746 | Bitola: 1 | Outros: DN 300 | CCB: 97747 | Embalagem: 1 | Bitola: DN 350 | Outros: 97748 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|anel-de-vedacao-o-ring-e29e9f64-3854-45b7-aa21-c5d264de0d15,"Anel O’ring,NBR – DUR 50","Alta resistência,Praticidade na instalação e manutenção, Sistema versátil",O sistema de vedação une a segurança de uma junta integrada com a versatilidade de um sistema removível para as suas necessidades em infraestrutura.,http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3215/medium_ANEL-DE-VEDACAO-O-RING-SCB-97742-97743-97744-97745-97746-97747-97748-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/anel-de-vedacao-o-ring-e29e9f64-3854-45b7-aa21-c5d264de0d15
Adaptador Predial,CCB: 91630 | Embalagem: 1 | Bitola: DN 100 x DN 100 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|adaptador-predial,"As conexões Amanco para Coletores de Esgoto são fabricadas conforme norma NBR 10569,Produto fornecido com Junta Elástica Integrada
(JEI), com composto nitrílico (NBR),
,Cor: Ocre","Excelente Desempenho Hidráulico,Total Estanqueidade,Alta Durabilidade,Compatibilidade de Diâmetro,Resistência à Pressão Hidrostática.","As conexões Amanco Coletor,
Amanco Coletor Corrugado e Amanco Coletor CL destinam-se à aplicação em redes
coletoras de esgoto doméstico e escoamento de resíduos industriais e águas
pluviais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3199/medium_ADAPTADOR-PREDIAL-CCB-91630-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/adaptador-predial
Anel Tubo Coletor,CCB: 94171 | Embalagem: 1 | Bitola: DN 100 | CCB: 94172 | Embalagem: 1 | Bitola: DN 150 | CCB: 94173 | Embalagem: 1 | Bitola: DN 200 | CCB: 94174 | Embalagem: 1 | Bitola: DN 250 | CCB: 94175 | Embalagem: 1 | Bitola: DN 300 | CCB: 94176 | Embalagem: 1 | Bitola: DN 350 | CCB: 94177 | Embalagem: 1 | Bitola: DN 400 | ,produtos|infraestrutura|saneamento-esgoto|parede-lisa|anel-de-vedacao-colefort-celfort-e7e24210-7294-498a-a006-111e89287df6,"NBR (nitrílica),Anel NBR– DUR 50","Alta resistência,Praticidade na instalação e manutenção, Sistema versátil,Matéria-prima resistente às ações agressivas e químicas do
esgoto, óleos e graxas",Os tubos Amanco Coletor possuem sistema de vedação do tipo junta elástica com anel aplicado na bolsa do tubo. ,http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3198/medium_ANEL-DE-VEDACAO-COLEFORT-CELFORT-CCB-94171-94172-94173-94174-94175-94176-94177-WEB.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/parede-lisa/anel-de-vedacao-colefort-celfort-e7e24210-7294-498a-a006-111e89287df6
